,Open,High,Close
331,771.87,775.03,762.85
330,766.94,785.0,783.79
329,785.25,793.05,777.85
328,780.56,784.48,768.2
327,769.71,782.42,779.21
326,780.06,781.0,772.99
325,764.5,778.65,775.14
324,771.1,776.09,762.55
323,763.59,766.07,760.04
322,749.0,757.44,750.42
321,751.26,764.15,762.54
320,767.79,774.75,760.09
319,766.57,781.5,776.59
318,781.16,781.59,769.83
317,767.23,774.14,756.85
316,763.05,766.35,760.8
315,764.27,770.34,767.13
314,770.69,771.9,768.51
313,768.52,769.2,765.84
312,770.0,782.82,782.24
311,786.99,798.69,793.96
310,793.96,796.46,790.3
309,787.82,788.33,778.01
308,762.2,762.2,759.44
307,764.1,769.2,761.53
306,750.37,765.73,759.33
305,746.49,755.31,741.0
304,747.8,750.12,730.91
303,731.95,735.08,733.07
302,740.75,748.34,745.34
301,749.34,753.0,719.57
300,724.44,739.89,731.39
299,709.99,724.16,710.49
298,720.15,725.35,719.08
297,705.9,726.95,718.56
296,720.17,737.67,726.67
295,742.0,748.56,745.46
294,743.84,752.46,733.62
293,735.21,739.46,733.79
292,735.89,735.89,717.58
291,738.19,751.16,748.3
290,748.96,765.1,761.35
289,771.26,777.59,770.77
288,800.5,810.35,780.91
287,786.28,791.43,749.38
286,744.59,745.24,730.03
285,725.5,726.72,703.76
284,687.68,704.52,704.16
283,692.95,720.96,701.02
282,711.79,723.22,706.85
281,696.34,712.32,706.36
280,712.21,716.0,706.89
279,718.65,722.88,717.64
278,727.0,733.76,731.97
277,733.96,736.0,717.51
276,715.9,724.03,722.11
275,729.51,734.84,729.05
274,726.1,730.9,717.29
273,710.61,721.22,720.9
272,722.93,729.51,729.12
271,733.6,736.16,724.86
270,721.0,730.6,717.22
269,721.3,742.33,742.17
268,742.87,743.12,739.48
267,739.48,741.0,731.59
266,734.8,735.0,730.22
265,725.15,727.21,712.8
264,708.39,722.25,713.53
263,715.16,726.24,725.41
262,727.79,736.54,732.17
261,739.95,744.9,744.87
260,744.97,754.26,750.24
259,746.02,753.01,750.57
258,749.05,759.0,757.36
257,757.65,765.34,758.48
256,761.63,762.14,755.41
255,753.91,763.34,762.16
254,758.44,765.0,760.05
253,763.35,765.39,757.56
252,751.2,757.56,754.84
251,756.17,758.3,753.28
250,753.68,767.18,765.89
249,768.21,777.31,768.34
248,768.34,769.08,762.9
247,757.16,770.04,769.67
246,769.51,772.44,765.12
245,758.13,762.87,758.57
244,757.84,768.42,768.07
243,765.32,769.36,760.12
242,765.87,767.13,759.47
241,765.45,767.22,757.54
240,758.43,764.92,764.32
239,770.31,775.75,771.91
238,775.36,779.61,775.39
237,775.5,780.93,780.0
236,780.19,788.55,787.68
235,790.5,790.95,776.25
234,779.16,779.66,774.92
233,777.31,781.68,780.0
232,743.91,753.92,737.77
231,735.35,744.88,742.21
230,744.42,745.59,725.37
229,725.32,727.15,721.46
228,723.29,729.26,705.06
227,704.12,712.11,707.88
226,711.92,715.41,714.41
225,712.5,713.37,708.44
224,706.77,715.05,711.37
223,715.0,717.55,714.71
222,712.2,725.99,725.18
221,726.7,734.29,729.13
220,734.96,740.0,739.38
219,740.52,740.8,730.55
218,732.0,735.37,728.07
217,726.62,731.29,724.83
216,724.32,732.68,730.3
215,731.06,735.85,720.19
214,718.5,725.57,721.78
213,718.3,720.5,715.31
212,716.46,727.7,721.71
211,719.98,723.5,717.25
210,719.85,734.2,733.03
209,735.0,739.89,738.1
208,736.0,741.1,736.93
207,737.51,747.91,747.6
206,748.76,753.48,748.85
205,748.47,751.37,748.46
204,746.1,747.3,744.27
203,741.49,741.49,735.86
202,738.5,738.5,730.06
201,733.27,736.71,731.09
200,739.5,743.81,742.93
199,737.07,743.93,742.52
198,735.95,739.64,733.19
197,729.82,739.0,731.88
196,729.31,736.0,733.25
195,734.92,737.15,732.19
194,727.96,730.39,724.25
193,721.39,721.39,704.25
192,710.31,715.87,706.13
191,710.05,715.38,708.88
190,714.05,714.21,710.47
189,710.55,714.88,714.87
188,690.17,705.0,685.2
187,682.49,683.32,681.14
186,691.37,692.74,691.26
185,694.26,699.5,695.19
184,697.65,703.77,703.53
183,705.1,712.53,710.25
182,705.01,708.12,704.89
181,699.84,713.0,708.97
180,710.11,710.17,707.26
179,710.56,717.9,717.78
178,719.42,728.93,727.2
177,731.92,735.6,732.51
176,735.52,735.52,729.48
175,733.94,736.14,735.8
174,741.0,741.0,735.63
173,737.91,755.14,753.2
172,749.87,756.59,753.41
171,754.05,760.64,757.08
170,757.0,758.15,754.41
169,757.32,759.45,759.28
168,757.68,759.82,757.52
167,757.52,759.26,757.65
166,758.97,764.45,761.97
165,768.84,768.97,765.84
164,797.71,803.94,791.34
163,786.67,807.49,800.94
162,797.33,802.32,800.12
161,796.47,799.54,798.92
160,798.24,800.2,797.25
159,800.11,807.22,806.93
158,806.0,807.6,805.23
157,804.49,813.33,807.48
156,807.05,810.88,808.49
155,810.47,813.88,808.2
154,805.09,807.19,807.05
153,807.21,811.36,805.96
152,803.5,804.26,801.19
151,800.0,805.63,805.42
150,805.36,808.0,802.75
149,799.79,801.23,799.65
148,798.51,799.3,796.95
147,800.48,801.0,796.59
146,796.86,798.46,793.6
145,792.0,794.72,791.3
144,792.49,799.4,793.22
143,793.05,798.52,795.82
142,792.88,798.0,791.92
141,789.6,791.57,789.85
140,791.98,792.89,791.4
139,795.27,797.1,796.87
138,798.39,810.89,808.02
137,807.93,810.6,807.99
136,805.22,808.42,802.84
135,798.77,801.75,788.48
134,784.52,800.17,798.82
133,794.01,795.79,788.72
132,787.53,796.33,790.46
131,790.01,803.64,801.23
130,799.02,799.02,797.97
129,801.11,803.99,795.39
128,800.0,802.75,799.78
127,801.26,805.91,805.03
126,810.0,819.06,815.95
125,815.14,817.0,814.96
124,809.82,810.08,802.65
123,801.83,813.49,810.73
122,804.08,810.25,810.06
121,807.23,813.91,802.64
120,803.6,808.09,804.06
119,802.55,803.54,800.38
118,805.0,806.5,802.79
117,806.0,808.5,801.23
116,804.08,806.94,803.08
115,805.93,805.94,800.71
114,803.93,817.38,814.17
113,814.17,819.86,809.57
112,811.96,814.5,811.77
111,806.07,806.56,804.08
110,807.45,810.09,804.6
109,805.99,813.49,806.84
108,814.21,828.81,821.49
107,824.52,829.81,827.09
106,827.56,828.46,821.63
105,820.0,824.29,824.06
104,830.09,837.94,835.74
103,838.5,838.5,828.55
102,827.12,827.71,822.1
101,823.01,826.58,817.35
100,829.94,839.0,819.56
99,822.43,822.63,809.9
98,810.87,813.96,805.48
97,806.76,806.76,788.42
96,784.5,790.0,782.19
95,771.3,788.48,781.1
94,794.95,805.0,802.03
93,802.03,816.04,811.98
92,801.83,811.71,805.59
91,810.0,810.06,780.29
90,776.81,777.29,771.75
89,771.76,771.78,753.22
88,765.47,780.24,775.16
87,770.42,783.5,779.98
86,782.5,788.9,786.16
85,787.17,791.29,775.97
84,778.1,786.55,784.8
83,788.99,793.77,785.0
82,789.52,789.52,779.0
81,782.61,782.9,780.23
80,778.35,799.74,785.79
79,788.38,796.44,789.44
78,789.1,791.51,775.88
77,778.55,778.6,764.33
76,761.9,770.5,764.46
75,770.0,780.0,778.22
74,780.19,785.28,776.18
73,779.95,792.0,791.47
72,792.95,799.0,795.17
71,799.3,809.95,809.45
70,804.82,811.35,807.9
69,812.39,824.3,815.34
68,815.92,824.26,817.89
67,817.36,823.0,815.65
66,818.31,819.2,809.84
65,809.28,816.22,812.5
64,813.37,816.49,815.2
63,815.72,815.72,812.2
62,809.1,811.07,809.68
61,808.01,810.97,807.8
60,808.68,816.0,809.93
59,813.33,813.33,804.57
58,802.33,805.75,802.88
57,803.21,803.28,792.45
56,800.62,811.44,808.01
55,809.89,813.43,807.77
54,807.5,813.74,813.02
53,814.99,828.96,825.21
52,826.37,830.43,827.18
51,827.07,829.41,826.01
50,826.62,829.9,829.86
49,828.38,830.38,829.53
48,831.0,834.65,830.94
47,830.0,830.18,827.46
46,829.8,829.81,829.02
45,829.0,833.0,824.37
44,829.09,829.24,828.17
43,831.61,845.54,844.43
42,846.98,851.52,849.53
41,853.55,858.79,858.45
40,859.05,861.0,856.98
39,859.0,867.0,845.03
38,837.06,837.23,823.83
37,819.5,823.07,820.19
36,824.0,824.0,815.24
35,815.0,824.56,818.26
34,823.13,826.13,820.13
33,820.92,822.39,821.62
32,825.5,831.92,829.23
31,830.53,834.25,829.88
30,831.73,831.98,830.06
29,832.95,837.15,834.85
28,837.7,841.74,838.96
27,839.77,842.0,840.03
26,838.81,841.77,837.32
25,838.5,842.69,842.17
24,841.31,846.94,846.55
23,847.99,852.2,849.27
22,848.0,853.79,851.36
21,851.08,852.62,851.0
20,847.65,848.36,847.81
19,844.95,850.67,849.67
18,847.35,848.83,844.93
17,851.38,858.0,856.75
16,856.31,856.49,849.85
15,848.94,850.82,849.08
14,846.86,848.94,847.27
13,847.26,853.33,851.15
12,853.12,856.93,853.64
11,853.69,860.71,857.84
10,862.7,864.23,861.4
9,860.83,867.13,864.58
8,863.75,867.58,865.91
7,867.94,869.88,868.39
6,870.53,872.71,870.0
5,873.68,874.42,872.37
4,869.48,870.34,867.91
3,870.06,873.47,850.14
2,849.48,855.35,849.8
1,841.39,841.69,839.65
0,842.0,844.0,835.14
